,final_capital_no_model,final_capital_no_model,avg_return_no_model,avg_return_no_model,final_capital_with_model,final_capital_with_model,avg_return_with_model,avg_return_with_model
,mean,std,mean,std,mean,std,mean,std
group,,,,,,,,
Both Good,8887.407209711466,2515.8772923336187,-1.6968166860281617,4.5680390363927,9527.915074197503,4339.782352565605,-4.5606300085340115,21.83202725207593
Just Coint,9758.645757071046,3199.01405345674,-0.6956082920453323,4.904098749709861,11954.65315579674,6083.20151716473,2.655526062763201,21.360370238881067
Just Corr,9159.692310900666,2460.868311210527,-0.5005259204942218,6.653160711635361,9946.410155311485,4407.949579382336,0.3176551423623953,23.956790852405785
